Ensembl Gene ID	% GC content	Gene Start (bp)	Gene End (bp)
ENSMUSG00000066595	41.97	191005847	191026158
ENSMUSG00000024666	46.03	10570478	10577362
ENSMUSG00000040479	53.22	91932824	91975864
ENSMUSG00000016918	43.45	12692277	12861192
ENSMUSG00000024222	45.28	28399095	28517524
ENSMUSG00000021720	40.73	105149352	105271039
ENSMUSG00000042985	52.40	136038496	136046487
ENSMUSG00000060317	41.17	49379840	49408151
ENSMUSG00000060556	50.84	11854930	11856001
ENSMUSG00000031783	50.85	94857450	94864242
ENSMUSG00000026882	40.93	35354218	35367729
ENSMUSG00000090581	37.39	64537561	64565298
ENSMUSG00000046650	43.99	12394265	12395212
ENSMUSG00000028328	49.20	46038935	46116032
ENSMUSG00000066538	45.52	122117938	122119009
ENSMUSG00000083411	43.80	71803688	71804034
ENSMUSG00000094400	45.79	47058162	47058268
ENSMUSG00000030866	49.83	122169893	122186216
ENSMUSG00000060380	53.46	44477924	44482180
ENSMUSG00000051225	49.23	57985419	58011009
ENSMUSG00000021539	44.35	56542460	56548538
ENSMUSG00000067526	47.50	12073695	12074633
ENSMUSG00000030060	43.56	87913935	87936629
ENSMUSG00000090674	46.29	122121553	122122643
ENSMUSG00000021830	41.19	45134448	45220328
ENSMUSG00000045104	54.25	21938079	21938384
ENSMUSG00000082989	47.53	58958675	58959707
ENSMUSG00000078908	51.55	113635586	113645178
ENSMUSG00000086968	47.46	107888850	107896213
ENSMUSG00000089810	44.81	45856769	45858357
ENSMUSG00000093540	45.23	37669799	37672228
ENSMUSG00000078183	52.31	8971948	8972142
ENSMUSG00000052075	44.58	97021864	97034362
ENSMUSG00000003282	39.19	3900996	3938423
ENSMUSG00000084250	45.71	59148099	59148623
ENSMUSG00000095607	45.47	53704007	53704514
ENSMUSG00000092174	45.66	33866879	33874116
ENSMUSG00000074925	41.73	23687400	23721129
ENSMUSG00000058254	40.22	10485158	10596605
ENSMUSG00000102921	70.13	8997159	8997389
ENSMUSG00000074092	52.65	52755465	52755728
ENSMUSG00000043913	48.99	116124641	116288985
ENSMUSG00000077391	45.89	44113979	44114124
ENSMUSG00000040631	54.91	94863828	94876312
ENSMUSG00000020986	40.66	58958383	59012017
ENSMUSG00000042178	56.21	128237357	128245100
ENSMUSG00000062515	42.19	10204088	10208576
ENSMUSG00000106278	36.67	33157112	33157201
ENSMUSG00000099647	48.91	54412158	54412478
ENSMUSG00000095126	44.98	53709902	53710419
ENSMUSG00000055333	47.74	55250609	55336564
ENSMUSG00000024761	58.38	7668287	7668793
ENSMUSG00000093574	45.63	32737230	32827109
ENSMUSG00000082363	42.42	61874700	61883296
ENSMUSG00000050332	44.09	95420318	95444872
ENSMUSG00000087783	42.45	36384792	36384897
ENSMUSG00000092994	45.28	37179186	37179291
ENSMUSG00000040217	39.32	18533875	18534286
ENSMUSG00000105647	55.23	32739058	32739334
ENSMUSG00000093373	60.00	35276453	35276522
ENSMUSG00000031714	44.85	80764434	80880479
ENSMUSG00000107076	52.16	134298798	134299213
ENSMUSG00000105456	42.27	107885966	107887848
ENSMUSG00000057963	51.92	102568582	102704930
ENSMUSG00000105429	43.88	32799904	32800965
ENSMUSG00000021368	45.62	43151744	43171501
ENSMUSG00000084367	35.08	154635551	154639147
ENSMUSG00000062844	42.49	13102379	13103284
ENSMUSG00000106047	36.75	156703900	156705227
ENSMUSG00000106838	42.11	114975456	114976013
ENSMUSG00000044065	48.57	41459813	41460718
ENSMUSG00000004540	47.46	18813937	18821607
ENSMUSG00000046519	40.20	95588934	95619247
ENSMUSG00000082626	50.66	61205720	61206175
ENSMUSG00000099158	55.91	28710781	28710873
ENSMUSG00000083596	49.90	151215167	151215649
ENSMUSG00000031149	53.20	7728439	7731064
ENSMUSG00000105803	42.17	157071744	157073308
ENSMUSG00000030966	46.16	102557922	102565469
ENSMUSG00000086140	59.58	114968823	114971400
ENSMUSG00000082644	39.31	61957149	61959911
ENSMUSG00000106385	41.64	156731098	156734339
ENSMUSG00000091387	47.17	96924689	96950912
ENSMUSG00000041565	41.30	68273797	68777961
ENSMUSG00000083518	47.58	8034212	8035079
ENSMUSG00000022315	39.19	52295553	52335798
ENSMUSG00000106018	41.35	157000417	157003594
ENSMUSG00000063253	41.73	83434493	83458391
ENSMUSG00000080877	47.93	8038611	8038996
ENSMUSG00000021760	41.06	113042763	113046388
ENSMUSG00000083995	50.00	109754414	109754817
ENSMUSG00000105290	34.71	156737540	156739213
ENSMUSG00000035266	45.30	100762145	100798598
ENSMUSG00000036641	41.37	58821697	59160683
ENSMUSG00000082404	53.85	8042465	8042893
ENSMUSG00000025153	57.48	120805940	120824178
ENSMUSG00000009596	40.19	134460118	134476490
ENSMUSG00000102322	36.45	157207662	157208860
ENSMUSG00000094652	46.76	114937113	114937544
ENSMUSG00000090224	40.30	68371280	68371810
ENSMUSG00000022875	43.12	23057865	23082068
ENSMUSG00000012443	40.53	37376403	37421859
ENSMUSG00000091703	47.02	90148419	90148888
ENSMUSG00000106343	49.12	117100833	117101514
ENSMUSG00000007833	51.06	45140684	45154584
ENSMUSG00000100572	41.69	69275362	69277208
ENSMUSG00000104103	45.77	113629994	113630867
ENSMUSG00000049092	38.33	45219719	45281230
ENSMUSG00000106314	43.55	117176019	117176661
ENSMUSG00000076300	45.87	34395647	34395755
ENSMUSG00000064400	50.70	4078298	4078512
ENSMUSG00000105914	46.66	117222960	117223602
ENSMUSG00000002332	49.30	55739020	55745690
ENSMUSG00000086151	51.80	30977244	30977967
ENSMUSG00000034112	51.56	119700009	119757718
ENSMUSG00000104232	44.99	21932095	21952399
ENSMUSG00000106036	41.94	121701501	121710246
ENSMUSG00000038957	44.52	57708540	57752499
ENSMUSG00000041716	44.04	102741732	102758672
ENSMUSG00000038600	46.22	38048483	38124586
ENSMUSG00000105355	46.25	104994032	105004005
ENSMUSG00000028841	52.85	134228041	134238399
ENSMUSG00000086726	49.93	30986226	30986952
ENSMUSG00000074240	47.71	72204335	72212837
ENSMUSG00000087148	48.90	152652883	152654330
ENSMUSG00000097511	44.20	69327999	69337082
ENSMUSG00000106342	44.12	117255132	117255820
ENSMUSG00000102848	44.12	113634787	113635160
ENSMUSG00000019794	42.67	7726000	7763150
ENSMUSG00000087346	51.04	30998184	30998906
ENSMUSG00000105767	42.91	121711611	121712428
ENSMUSG00000079421	40.82	35375562	35397175
ENSMUSG00000057531	43.68	44922079	45002096
ENSMUSG00000062373	40.16	58782269	58823530
ENSMUSG00000104860	40.17	123685715	123687972
ENSMUSG00000096138	46.88	53716716	53717291
ENSMUSG00000098530	45.17	102719975	102757765
ENSMUSG00000107282	49.48	22622918	22623693
ENSMUSG00000022769	55.61	17130138	17132383
ENSMUSG00000092021	41.27	105323042	105346472
ENSMUSG00000071180	37.39	108046424	108049146
ENSMUSG00000055159	48.67	118243865	118245551
ENSMUSG00000075065	46.56	90149090	90150004
ENSMUSG00000099182	40.19	7643906	7644542
ENSMUSG00000031955	52.87	111710485	111743849
ENSMUSG00000102106	46.69	38549344	38594934
ENSMUSG00000050921	35.19	107088492	107104974
ENSMUSG00000047286	48.81	83541093	83542188
ENSMUSG00000106917	45.91	91760696	91761575
ENSMUSG00000096751	51.24	102673017	102727333
ENSMUSG00000082800	40.43	58894040	58894368
ENSMUSG00000029556	51.83	114948980	114971094
ENSMUSG00000092190	43.10	7743520	7761099
ENSMUSG00000021696	42.06	108214404	108287105
ENSMUSG00000027770	37.15	62468013	62507004
ENSMUSG00000040037	39.79	156561794	157316445
ENSMUSG00000048379	38.28	47276931	47296098
ENSMUSG00000101978	46.08	91766242	91767300
ENSMUSG00000095174	49.77	102612680	102618516
ENSMUSG00000026986	38.77	24002910	24049394
ENSMUSG00000080223	44.79	90174097	90195152
ENSMUSG00000081055	49.67	94023860	94024626
ENSMUSG00000099468	44.97	91763325	91767914
ENSMUSG00000082663	55.13	53729558	53730074
ENSMUSG00000006143	50.35	136054492	136064326
ENSMUSG00000063077	42.88	149176319	149307693
ENSMUSG00000032590	54.30	108085413	108094606
ENSMUSG00000021936	39.00	33377898	33447158
ENSMUSG00000021335	41.15	23867750	23895730
ENSMUSG00000104947	46.78	64233930	64236242
ENSMUSG00000031870	39.55	8899833	8968611
ENSMUSG00000060470	48.39	95017692	95045247
ENSMUSG00000075064	42.96	90221567	90224471
ENSMUSG00000104281	39.44	50679698	50683401
ENSMUSG00000029781	44.16	56832059	56879358
ENSMUSG00000042554	41.09	130576713	130629621
ENSMUSG00000081143	47.46	64252556	64253225
ENSMUSG00000086708	39.37	156903863	156920780
ENSMUSG00000103416	40.94	3188033	3188159
ENSMUSG00000030357	52.96	128429735	128438677
ENSMUSG00000083100	49.50	64320256	64320754
ENSMUSG00000081181	50.68	18568126	18568198
ENSMUSG00000104696	40.62	156646320	156648889
ENSMUSG00000048371	49.36	104591468	104596836
ENSMUSG00000093625	45.39	90239483	90241423
ENSMUSG00000056296	39.97	13284780	13615459
ENSMUSG00000106712	37.10	91786061	91786882
ENSMUSG00000082943	45.74	18641786	18642102
ENSMUSG00000083122	48.42	156816037	156816511
ENSMUSG00000103028	45.94	3266277	3267027
ENSMUSG00000022768	48.70	17139064	17147229
ENSMUSG00000086882	50.00	18649085	18649346
ENSMUSG00000101894	37.56	13413337	13415996
ENSMUSG00000107337	42.76	91788598	91789481
ENSMUSG00000096458	51.54	102742230	102743661
ENSMUSG00000103539	41.15	31954764	31957798
ENSMUSG00000083453	50.42	22713511	22713871
ENSMUSG00000106738	44.29	150499747	150502304
ENSMUSG00000096726	48.69	91806579	91807073
ENSMUSG00000102376	45.07	11532596	11534694
ENSMUSG00000098187	53.72	22703436	22704416
ENSMUSG00000047821	45.58	62820231	62850808
ENSMUSG00000082104	39.70	150509694	150511338
ENSMUSG00000081115	56.82	13353876	13354007
ENSMUSG00000106322	47.11	88545036	88545156
ENSMUSG00000015127	49.74	25188397	25234443
ENSMUSG00000048400	46.79	95559133	95575455
ENSMUSG00000091570	40.05	32266593	32267748
ENSMUSG00000085353	44.40	22755984	22762273
ENSMUSG00000032232	46.89	71626509	71771602
ENSMUSG00000087554	49.81	17139675	17140483
ENSMUSG00000026159	39.82	82839483	82901182
ENSMUSG00000037992	55.57	98927818	98974942
ENSMUSG00000083057	38.21	22762744	22763078
ENSMUSG00000093570	40.11	4807055	4816328
ENSMUSG00000011751	49.27	27356383	27447686
ENSMUSG00000085425	46.60	17152630	17153704
ENSMUSG00000095866	49.54	113653291	113653724
ENSMUSG00000035919	42.20	22475715	22888280
ENSMUSG00000048603	45.50	98316422	98324415
ENSMUSG00000070697	50.28	88554462	88556090
ENSMUSG00000033933	47.32	113623959	113631633
ENSMUSG00000008450	46.91	105860634	105880402
ENSMUSG00000106803	50.91	22733733	22734500
ENSMUSG00000074358	51.20	18890883	18910415
ENSMUSG00000086567	45.19	54499705	54500089
ENSMUSG00000030880	49.25	120917744	120947432
ENSMUSG00000024754	43.91	21778342	21858327
ENSMUSG00000097630	53.11	4832196	4832404
ENSMUSG00000028063	51.53	88480147	88509956
ENSMUSG00000056586	43.29	150507055	150518164
ENSMUSG00000010517	37.00	109676588	109963960
ENSMUSG00000107303	39.21	22759399	22760584
ENSMUSG00000032245	51.86	62838785	62852006
ENSMUSG00000083041	50.23	4893352	4893777
ENSMUSG00000051896	46.05	70913087	70918927
ENSMUSG00000021675	44.25	95696853	95702739
ENSMUSG00000043312	35.95	38081970	38088693
ENSMUSG00000104921	50.46	4078297	4078512
ENSMUSG00000091931	43.30	102753275	102757803
ENSMUSG00000107059	46.45	22804626	22805329
ENSMUSG00000094077	57.80	13599660	13599768
ENSMUSG00000037375	45.97	192496711	192771223
ENSMUSG00000006469	55.44	25228898	25234364
ENSMUSG00000102156	50.38	89074393	89074785
ENSMUSG00000106677	36.09	87459490	87490871
ENSMUSG00000102303	43.24	71068480	71071726
ENSMUSG00000043354	48.35	102973052	102973990
ENSMUSG00000047197	70.25	98982180	98983016
ENSMUSG00000031881	50.41	104614141	104624396
ENSMUSG00000027519	45.64	173659760	173707343
ENSMUSG00000038965	43.87	17152013	17202649
ENSMUSG00000026896	39.38	62595798	62646255
ENSMUSG00000095498	53.86	88850087	88850656
ENSMUSG00000055874	49.25	70956531	70961066
ENSMUSG00000102953	51.50	102589277	102591410
ENSMUSG00000051172	41.43	104995964	104996902
ENSMUSG00000041353	41.10	150397773	150459154
ENSMUSG00000028270	40.92	142620602	142638008
ENSMUSG00000083001	50.86	134493222	134493974
ENSMUSG00000037610	42.69	31902507	32200180
ENSMUSG00000073970	46.94	102658823	102659770
ENSMUSG00000025019	38.69	41482645	41562246
ENSMUSG00000068396	51.69	71124610	71124963
ENSMUSG00000045364	51.05	88879538	88880201
ENSMUSG00000083852	52.05	135997523	135997887
ENSMUSG00000103262	44.47	113654964	113655424
ENSMUSG00000074250	49.67	62841477	62868000
ENSMUSG00000032570	41.01	105403539	105527319
ENSMUSG00000068689	54.35	87948464	87948877
ENSMUSG00000060969	53.46	71957921	71963723
ENSMUSG00000062142	48.15	102887207	102888151
ENSMUSG00000041375	53.31	16274042	16286795
ENSMUSG00000104779	42.70	134272045	134272510
ENSMUSG00000081447	51.03	104537437	104538459
ENSMUSG00000079162	41.89	89084624	89092835
ENSMUSG00000103722	38.72	181950132	181953375
ENSMUSG00000025172	49.58	42036038	42045110
ENSMUSG00000087640	42.08	94028854	94099304
ENSMUSG00000039231	47.84	8061171	8074760
ENSMUSG00000034110	47.94	130144861	130155806
ENSMUSG00000102760	36.20	182006060	182007686
ENSMUSG00000028589	42.27	144418189	144438772
ENSMUSG00000018770	47.26	73908447	73911326
ENSMUSG00000105765	37.74	134404143	134423635
ENSMUSG00000099261	43.75	3288920	3288983
ENSMUSG00000082488	44.05	91861432	91862044
ENSMUSG00000048706	40.88	80910646	80955628
ENSMUSG00000100602	44.11	89076012	89076342
ENSMUSG00000030703	48.44	126766414	126775643
ENSMUSG00000050335	46.72	47367751	47386160
ENSMUSG00000029268	36.43	87459490	87482260
ENSMUSG00000103317	40.49	181967699	181969923
ENSMUSG00000017978	39.70	23262773	23839421
ENSMUSG00000026135	45.56	74565127	74588246
ENSMUSG00000105280	42.71	18564538	18565738
ENSMUSG00000034330	48.87	117498291	117635140
ENSMUSG00000104530	48.10	134365606	134366104
ENSMUSG00000102950	38.90	181986336	181990204
ENSMUSG00000107178	46.76	150562311	150566358
ENSMUSG00000066269	46.39	102954664	102955620
ENSMUSG00000106628	54.76	134357292	134357501
ENSMUSG00000049670	45.57	42074939	42086370
ENSMUSG00000086995	40.08	58276779	58286902
ENSMUSG00000102283	35.98	3546368	3546795
ENSMUSG00000084512	44.57	32969950	32970308
ENSMUSG00000027995	47.60	83836272	83841767
ENSMUSG00000084309	39.82	62012412	62014857
ENSMUSG00000043948	49.95	105336746	105337714
ENSMUSG00000046556	57.05	95326137	95331950
ENSMUSG00000097031	37.37	134462087	134630765
ENSMUSG00000107180	36.37	87460240	87486806
ENSMUSG00000088598	42.00	11607389	11607438
ENSMUSG00000049674	47.80	107073830	107074783
ENSMUSG00000082408	54.77	58338347	58338828
ENSMUSG00000098837	47.02	64839100	64839418
ENSMUSG00000061104	47.56	95825354	95826133
ENSMUSG00000062083	53.76	50030124	50030735
ENSMUSG00000095163	42.78	22027977	22028897
ENSMUSG00000096679	41.49	108465326	108466318
ENSMUSG00000032271	45.01	48591877	48605153
ENSMUSG00000106693	55.13	123859662	123860664
ENSMUSG00000069475	37.88	61183890	61183955
ENSMUSG00000029918	42.18	39801804	39810988
ENSMUSG00000107036	45.61	32390047	32397908
ENSMUSG00000021622	44.06	91853387	91876885
ENSMUSG00000085183	38.51	89050308	89084614
ENSMUSG00000095993	33.33	61296902	61297069
ENSMUSG00000062434	44.76	108845064	108846008
ENSMUSG00000103227	38.28	74500340	74503301
ENSMUSG00000098289	50.88	55192678	55192734
ENSMUSG00000107301	44.96	91911400	91913403
ENSMUSG00000095624	42.06	88392826	88392932
ENSMUSG00000064541	47.50	49292742	49292901
ENSMUSG00000085569	41.22	89100664	89128226
ENSMUSG00000090468	51.09	96173940	96174350
ENSMUSG00000088853	50.43	63202738	63202854
ENSMUSG00000031871	47.26	104101625	104144502
ENSMUSG00000034156	54.07	87760541	87785928
ENSMUSG00000057176	51.32	127582384	127588595
ENSMUSG00000070209	53.78	44641025	44641143
ENSMUSG00000087174	40.57	105037197	105079609
ENSMUSG00000083989	42.19	89161699	89162191
ENSMUSG00000084583	40.17	50916925	50917041
ENSMUSG00000035435	44.42	24264259	24351029
ENSMUSG00000065273	46.05	35247175	35247250
ENSMUSG00000005483	53.33	83608175	83611902
ENSMUSG00000098339	67.19	56418846	56418909
ENSMUSG00000041774	46.86	17144621	17160701
ENSMUSG00000106514	57.14	46553827	46553889
ENSMUSG00000029048	47.10	155074110	155086382
ENSMUSG00000087659	40.93	89235699	89273403
ENSMUSG00000030787	43.84	110850607	110862953
ENSMUSG00000070847	36.29	7311723	7337531
ENSMUSG00000061062	48.81	78491565	78493541
ENSMUSG00000020409	44.93	43433744	43447981
ENSMUSG00000066938	72.53	80373218	80373541
ENSMUSG00000031844	46.28	117701946	117759029
ENSMUSG00000041685	38.35	98723407	98815449
ENSMUSG00000094256	48.65	83288546	83289028
ENSMUSG00000062014	41.94	46808149	46822242
ENSMUSG00000088224	53.33	73193912	73194016
ENSMUSG00000000340	44.05	116513070	116549981
ENSMUSG00000092178	42.66	7366611	7374636
ENSMUSG00000067186	43.10	38130249	38131190
ENSMUSG00000043068	50.34	124740257	124751809
ENSMUSG00000095980	46.67	13120531	13120695
ENSMUSG00000096451	41.12	25694114	25694220
ENSMUSG00000077184	51.94	24023200	24023328
ENSMUSG00000099123	60.94	24240884	24240947
ENSMUSG00000097714	58.72	28522381	28523148
ENSMUSG00000051154	43.19	18672384	18676231
ENSMUSG00000077789	41.80	6147419	6147540
ENSMUSG00000105386	40.51	52992957	52993267
ENSMUSG00000027304	43.09	119675068	119735407
ENSMUSG00000017688	36.51	3508030	3658052
ENSMUSG00000082394	41.18	116528137	116528578
ENSMUSG00000098828	67.49	85614960	85615282
ENSMUSG00000027132	38.13	112379211	112414240
ENSMUSG00000074336	50.38	19678094	19681416
ENSMUSG00000035770	47.14	104417674	104443047
ENSMUSG00000044303	43.76	89274471	89294653
ENSMUSG00000050345	41.07	60842621	60864416
ENSMUSG00000027695	43.59	27938695	28133362
ENSMUSG00000096106	45.38	53001713	53002232
ENSMUSG00000105992	36.67	116532149	116532587
ENSMUSG00000066170	53.66	28523257	28525347
ENSMUSG00000041245	37.63	151198078	151320152
ENSMUSG00000071054	50.80	56584825	56606294
ENSMUSG00000104091	42.29	18609808	18610831
ENSMUSG00000004535	38.65	52713729	52766780
ENSMUSG00000022671	44.72	15848441	15863369
ENSMUSG00000084326	42.98	112121003	112121344
ENSMUSG00000076923	56.45	54213777	54213838
ENSMUSG00000104918	42.69	18622162	18626141
ENSMUSG00000027967	56.67	127633135	127635631
ENSMUSG00000024943	38.74	23206441	23273897
ENSMUSG00000106744	38.73	17374332	17394898
ENSMUSG00000031897	54.71	105935728	105938392
ENSMUSG00000083378	45.38	4700238	4700616
ENSMUSG00000102705	46.00	10220995	10223433
ENSMUSG00000028982	45.94	149744036	149774277
ENSMUSG00000092072	35.43	106034664	106035092
ENSMUSG00000057047	48.49	173719415	173722089
ENSMUSG00000097460	39.49	94834906	94836642
ENSMUSG00000105277	41.45	106042964	106043431
ENSMUSG00000097723	47.35	6314199	6493180
ENSMUSG00000104434	59.85	10232180	10232311
ENSMUSG00000095756	46.00	53007612	53008098
ENSMUSG00000021488	41.07	55209782	55318325
ENSMUSG00000056820	47.54	125012997	125034192
ENSMUSG00000064824	40.19	13301001	13301107
ENSMUSG00000058063	44.64	36898118	36910214
ENSMUSG00000097103	44.19	6798390	6827990
ENSMUSG00000104555	45.84	157410017	157410786
ENSMUSG00000092871	40.00	43622446	43622560
ENSMUSG00000103264	44.64	18753077	18753365
ENSMUSG00000039646	54.80	4639941	4650802
ENSMUSG00000041679	49.94	105312341	105326276
ENSMUSG00000083470	42.95	136328299	136329071
ENSMUSG00000097796	43.82	8379045	8389468
ENSMUSG00000030008	51.77	85446810	85451970
ENSMUSG00000102834	44.47	10241812	10242308
ENSMUSG00000106095	45.30	130838455	130842112
ENSMUSG00000078507	41.89	144453771	144463756
ENSMUSG00000084861	45.00	30304605	30331779
ENSMUSG00000092239	43.28	36923792	36933432
ENSMUSG00000031132	40.79	57212143	57224042
ENSMUSG00000097049	42.85	9147719	9167836
ENSMUSG00000082197	39.96	154774453	154775438
ENSMUSG00000104984	56.64	130846462	130846973
ENSMUSG00000093699	40.23	64591515	64592896
ENSMUSG00000027131	42.26	112363011	112368027
ENSMUSG00000097350	43.77	12318885	12327250
ENSMUSG00000034566	48.13	115415689	115419962
ENSMUSG00000072100	39.19	154886805	154890267
ENSMUSG00000036672	49.39	105844678	105852008
ENSMUSG00000103643	43.01	32260333	32261104
ENSMUSG00000079283	43.96	138851983	138856852
ENSMUSG00000105834	39.89	157527515	157534090
ENSMUSG00000048994	45.93	9849703	9850255
ENSMUSG00000097624	48.48	15231585	15240783
ENSMUSG00000090173	44.75	62847069	62877465
ENSMUSG00000071454	42.96	3572381	3781796
ENSMUSG00000036073	54.56	41755228	41758695
ENSMUSG00000102884	41.00	29926536	29926974
ENSMUSG00000034437	49.80	116560935	116561426
ENSMUSG00000081541	46.51	112389197	112389497
ENSMUSG00000097566	53.37	15375000	15379475
ENSMUSG00000087133	38.74	24422751	24424779
ENSMUSG00000002992	52.62	19671579	19681423
ENSMUSG00000099615	38.10	117662291	117678373
ENSMUSG00000104831	57.46	54632881	54634568
ENSMUSG00000097379	39.43	17389943	17395303
ENSMUSG00000081145	55.21	53314533	53315166
